Prompt,Entities
"Allow access for IP ""192.243.17.214"" from ""156.90.134.38"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""192.243.17.214"", ""156.90.134.38""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""240.195.4.99"" from ""99.248.106.176"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""240.195.4.99"", ""99.248.106.176""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""86.77.128.118"" from ""150.191.8.116"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""86.77.128.118"", ""150.191.8.116""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""212.55.103.153"" from ""194.37.125.194"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""212.55.103.153"", ""194.37.125.194""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""192.78.81.47"" from ""220.74.164.109"" source and ""LAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""192.78.81.47"", ""220.74.164.109""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""211.186.72.31"" from ""152.37.245.23"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""211.186.72.31"", ""152.37.245.23""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""89.4.179.177"" from ""130.170.205.222"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""89.4.179.177"", ""130.170.205.222""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""118.4.185.154"" from ""230.5.220.255"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""118.4.185.154"", ""230.5.220.255""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""67.161.134.229"" from ""186.187.228.86"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""67.161.134.229"", ""186.187.228.86""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""248.146.126.43"" from ""199.228.91.240"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""248.146.126.43"", ""199.228.91.240""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""176.156.225.85"" from ""178.111.68.118"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""176.156.225.85"", ""178.111.68.118""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""129.182.126.121"" from ""29.7.129.234"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""129.182.126.121"", ""29.7.129.234""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""89.220.167.157"" from ""106.185.79.151"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""89.220.167.157"", ""106.185.79.151""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""242.1.79.103"" from ""175.208.122.89"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""242.1.79.103"", ""175.208.122.89""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""197.10.235.128"" from ""106.117.51.112"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""197.10.235.128"", ""106.117.51.112""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""2.170.139.114"" from ""60.211.218.33"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""2.170.139.114"", ""60.211.218.33""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""41.112.47.180"" from ""58.231.79.217"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""41.112.47.180"", ""58.231.79.217""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""168.26.179.253"" from ""169.150.225.249"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""168.26.179.253"", ""169.150.225.249""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""60.106.60.117"" from ""126.116.159.147"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""60.106.60.117"", ""126.116.159.147""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""97.2.82.233"" from ""89.133.66.207"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""97.2.82.233"", ""89.133.66.207""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""147.228.66.52"" from ""137.214.163.48"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""147.228.66.52"", ""137.214.163.48""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""113.227.1.17"" from ""165.87.41.115"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""113.227.1.17"", ""165.87.41.115""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""251.174.171.186"" from ""162.96.117.45"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""251.174.171.186"", ""162.96.117.45""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""245.190.109.82"" from ""85.89.124.177"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""245.190.109.82"", ""85.89.124.177""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""43.67.243.121"" from ""118.220.106.91"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""43.67.243.121"", ""118.220.106.91""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""1.78.164.225"" from ""183.196.148.17"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""1.78.164.225"", ""183.196.148.17""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""228.99.161.214"" from ""245.175.250.122"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""228.99.161.214"", ""245.175.250.122""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""33.1.184.184"" from ""57.187.221.132"" source and ""LAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""33.1.184.184"", ""57.187.221.132""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""217.210.121.12"" from ""91.73.78.254"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""217.210.121.12"", ""91.73.78.254""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""118.174.43.10"" from ""196.226.156.225"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""118.174.43.10"", ""196.226.156.225""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""193.153.49.252"" from ""202.100.96.214"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""193.153.49.252"", ""202.100.96.214""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""175.245.121.201"" from ""8.116.190.203"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""175.245.121.201"", ""8.116.190.203""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""200.206.83.166"" from ""157.71.47.113"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""200.206.83.166"", ""157.71.47.113""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""41.69.44.129"" from ""121.230.25.37"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""41.69.44.129"", ""121.230.25.37""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""86.213.164.254"" from ""93.243.139.162"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""86.213.164.254"", ""93.243.139.162""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""139.1.210.107"" from ""136.49.44.119"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""139.1.210.107"", ""136.49.44.119""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""42.57.115.248"" from ""66.113.18.249"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""42.57.115.248"", ""66.113.18.249""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""102.49.26.194"" from ""114.162.165.89"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""102.49.26.194"", ""114.162.165.89""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""152.25.138.86"" from ""137.88.19.252"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""152.25.138.86"", ""137.88.19.252""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""18.253.175.165"" from ""161.98.155.112"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""18.253.175.165"", ""161.98.155.112""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""119.189.111.72"" from ""175.36.128.201"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""119.189.111.72"", ""175.36.128.201""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""229.1.64.39"" from ""33.4.221.2"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""229.1.64.39"", ""33.4.221.2""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""70.213.172.14"" from ""172.156.160.222"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""70.213.172.14"", ""172.156.160.222""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""250.40.100.245"" from ""225.100.235.5"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""250.40.100.245"", ""225.100.235.5""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""246.177.90.82"" from ""233.248.151.54"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""246.177.90.82"", ""233.248.151.54""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""71.162.185.4"" from ""211.194.178.163"" source and ""DMZ"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""71.162.185.4"", ""211.194.178.163""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""183.206.52.91"" from ""90.17.23.103"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""183.206.52.91"", ""90.17.23.103""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""81.172.120.180"" from ""57.153.43.227"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""81.172.120.180"", ""57.153.43.227""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""152.142.215.86"" from ""79.191.228.198"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""152.142.215.86"", ""79.191.228.198""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""77.1.229.30"" from ""226.12.196.142"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""77.1.229.30"", ""226.12.196.142""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""49.78.60.232"" from ""81.160.243.252"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""49.78.60.232"", ""81.160.243.252""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""15.35.252.184"" from ""24.13.28.215"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""15.35.252.184"", ""24.13.28.215""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""241.132.76.73"" from ""39.17.152.200"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""241.132.76.73"", ""39.17.152.200""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""139.0.9.4"" from ""199.213.22.219"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""139.0.9.4"", ""199.213.22.219""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""236.51.103.159"" from ""117.116.127.240"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""236.51.103.159"", ""117.116.127.240""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""29.146.230.160"" from ""234.163.237.56"" source and ""DMZ"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""29.146.230.160"", ""234.163.237.56""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""218.104.102.98"" from ""28.249.150.175"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""218.104.102.98"", ""28.249.150.175""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""64.98.245.157"" from ""74.126.255.244"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""64.98.245.157"", ""74.126.255.244""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""185.49.58.79"" from ""6.12.155.74"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""185.49.58.79"", ""6.12.155.74""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""61.69.66.93"" from ""169.167.121.166"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""61.69.66.93"", ""169.167.121.166""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""76.12.110.188"" from ""104.148.50.5"" source and ""WAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""76.12.110.188"", ""104.148.50.5""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""33.208.3.68"" from ""93.187.74.92"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""33.208.3.68"", ""93.187.74.92""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""251.159.16.233"" from ""215.107.71.245"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""251.159.16.233"", ""215.107.71.245""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""31.189.18.244"" from ""115.223.212.21"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""31.189.18.244"", ""115.223.212.21""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""157.117.160.117"" from ""158.105.196.126"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""157.117.160.117"", ""158.105.196.126""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""78.201.62.6"" from ""62.177.250.85"" source and ""LAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""78.201.62.6"", ""62.177.250.85""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""10.124.181.76"" from ""69.153.213.36"" source and ""DMZ"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""10.124.181.76"", ""69.153.213.36""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""8.74.31.217"" from ""83.100.100.174"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""8.74.31.217"", ""83.100.100.174""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""154.91.155.116"" from ""186.185.166.254"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""154.91.155.116"", ""186.185.166.254""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""147.211.223.187"" from ""150.26.3.78"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""147.211.223.187"", ""150.26.3.78""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""230.180.70.43"" from ""179.117.27.139"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""230.180.70.43"", ""179.117.27.139""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""159.186.204.212"" from ""251.46.211.69"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""159.186.204.212"", ""251.46.211.69""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""203.163.55.230"" from ""105.35.66.160"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""203.163.55.230"", ""105.35.66.160""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""214.251.125.195"" from ""74.52.154.144"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""214.251.125.195"", ""74.52.154.144""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""61.227.130.103"" from ""188.114.151.223"" source and ""DMZ"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""61.227.130.103"", ""188.114.151.223""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""199.52.244.243"" from ""59.12.64.147"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""199.52.244.243"", ""59.12.64.147""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""253.213.187.103"" from ""218.18.148.90"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""253.213.187.103"", ""218.18.148.90""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""250.81.31.121"" from ""176.184.215.87"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""250.81.31.121"", ""176.184.215.87""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
